2021-04-04T23:55:57.000Z	1378858914406670338	出勤 (@ もなみクリニック in Sapporo, 北海道) https://t.co/WIYDwodrZX	{'coordinates': {'type': 'Point', 'coordinates': [141.33182354, 42.99263075]}, 'place_id': 'a357c591f3dabb3e'}
2021-04-04T23:38:08.000Z	1378854430926204929	JR札幌駅の電光掲示板が壊れてるようです。電車は通常運転だということ。ご注意を。。 https://t.co/HYLmStjpkt	{'place_id': '0fc29529fa146001'}
2021-04-04T12:56:15.000Z	1378692893179740167	福岡から出勤した上に6連勤な私はとてもえらいのでクレープとフレンチトースト食べたカロリーはゼロです	{'place_id': '13fbcf4150ce380c'}
2021-04-04T10:26:22.000Z	1378655175565438976	アジト出勤してます！昨日もご来店ありがとうございました！今日は３時まで！チャームしこしこ作りながらお待ちしてます！ https://t.co/DK7ipHyW6H	{'place_id': '13fbcf4150ce380c'}
2021-04-04T10:15:11.000Z	1378652359400640520	競馬で本当に儲かってるヤツがその利益を安い金でお裾分けするなんて意味が分からないし競馬で損したから穴埋めにとかそもそも馬券を買わないで予想だけ売るなんて言うのは殺意しか湧かないよ買うヤツがいるからいいんだなんて理屈は買った客が電車に飛び込んでもそう言えるのだろうか？	{'place_id': '13fbcf4150ce380c'}
2021-04-04T10:10:11.000Z	1378651102669725698	#あなたの春デート予定・れきゅ→んと真剣勝負・アヤと勉強会・レイは長老と猫と遊ぶ・マジョリカ (札幌アニソンコスプレバー)とパン作り・う゛ぇーだと温泉旅行やったー https://t.co/s089NdGJd5	{'place_id': 'c3821cfe8f16bdb6'}
2021-04-04T10:09:29.000Z	1378650925313617922	あのさ、僕、スポーツ好きだけど、ゴルフとかモータースポーツとか全く興味無いのよ。それでも別に無くなれとは思わないし、活躍する日本人には頑張れって思いますがな。何故、一人旅や一人の食事を否定する？僕らの代わりに飲食・旅行業を助けてくれるやんけ？救世主やん？	{'place_id': '2446080129c66346'}
2021-04-04T09:57:04.000Z	1378647803040124928	@_kashi_ 露天風呂から電車みえるからキッズは楽しいとおもう	{'place_id': 'c3821cfe8f16bdb6'}
2021-04-04T09:12:04.000Z	1378636475693068288	今日はフルーツロールケーキ🧁とハンバーグ。美味しく作れました！さて、来週はお出かけ授業。みんな行った事の無いようなお店にベルの先生と一緒に行ってみよう。ドキドキ💓 まだお申し込み間に合います✨https://t.co/UWzoRmqp1A https://t.co/1QomS9E6Rl	{'place_id': '07d9d51418883001'}
2021-04-04T08:15:43.000Z	1378622296231866372	スモーキーカフェ出勤〜23:30	{'place_id': '13fbcf4150ce380c'}
2021-04-04T06:41:04.000Z	1378598476611657729	ちょいとお出かけしてくるか〜	{'place_id': 'fe961fca5190a4d7'}
